model,accuracy,precision,recall,f1,roc_auc
RandomForest,0.8415841584158416,0.8527131782945736,0.7913669064748201,0.8208955223880597,0.9091945955430778
LogisticRegression,0.8250825082508251,0.8161764705882353,0.7985611510791367,0.8072727272727273,0.9080540445692226
SVM_RBF,0.834983498349835,0.8248175182481752,0.8129496402877698,0.8188405797101449,0.8972407439901738
